gene,in_ResLit,in_ResFinder,in_CARD,in_RefGeneCatalog,num_databases
blaokp-b,True,True,True,True,4
blaokp-c,False,False,True,True,2
blaokp-d,False,False,True,True,2
blaokp.b.1,True,False,False,False,1
blaokp.b.17,True,False,False,False,1
blaokp.b.2,True,False,False,False,1
blaokp.b.20,True,False,False,False,1
blaokp.b.3,True,False,False,False,1
blaokp.b.4,True,False,False,False,1
blaokp.b.5,True,False,False,False,1
blaokp.b.6,True,False,False,False,1
blaokp.b.7,True,False,False,False,1
blaokp.b.8,True,False,False,False,1
blaokp.b.9,True,False,False,False,1
blaorn,True,False,True,True,3
blaorr,False,False,True,True,2
blaoxa,True,True,True,True,4
blaoxa − 10,True,False,False,False,1
blaoxa − 9,True,False,False,False,1
blaoxa-1-group,True,False,False,False,1
blaoxa-1-like,True,False,False,False,1
blaoxa-10-like,True,False,False,False,1
blaoxa-143,True,True,False,False,2
blaoxa-180-like,True,False,False,False,1
blaoxa-21-like,True,False,False,False,1
blaoxa-23 -like,True,False,False,False,1
blaoxa-23-like,True,False,False,False,1
blaoxa-24-like,True,False,False,False,1
blaoxa-272-like,True,False,False,False,1
blaoxa-40-like,True,False,False,False,1
blaoxa-48 -like,True,False,False,False,1
blaoxa-48-group,True,False,False,False,1
blaoxa-48-like,True,False,False,False,1
blaoxa-48-type,True,False,False,False,1
blaoxa-50-like,True,False,False,False,1
blaoxa-55 -like,True,False,False,False,1
blaoxa-58 -like,True,False,False,False,1
blaoxa-58-like,True,False,False,False,1
blaoxa-61,True,True,False,False,2
blaoxa-66-like,True,False,False,False,1
blaoxa-69 -like,True,False,False,False,1
blaoxa-69-like,True,False,False,False,1
blaoxa-9-like,True,False,False,False,1
blaoxa/blalra13,False,False,True,True,2
blaoxa10,True,False,False,False,1
blaoxa10-02,True,False,False,False,1
blaoxa114a,True,False,False,False,1
blaoxa181,True,False,False,False,1
blaoxa184,True,False,False,False,1
blaoxa2,True,False,False,False,1
blaoxa23,True,False,False,False,1
blaoxa23-like,True,False,False,False,1
blaoxa232,True,False,False,False,1
blaoxa24,True,False,False,False,1
blaoxa24/40,True,False,False,False,1
blaoxa464,True,False,False,False,1
blaoxa48,True,False,False,False,1
blaoxa48-like,True,False,False,False,1
blaoxa491,True,False,False,False,1
blaoxa51,True,False,False,False,1
blaoxa51-like,True,False,False,False,1
blaoxa58,True,False,False,False,1
blaoxa58-like,True,False,False,False,1
blaoxa–48–like,True,False,False,False,1
blaoxa−10,True,False,False,False,1
blaoxa−181,True,False,False,False,1
blaoxa−211,True,False,False,False,1
blaoxa−23,True,False,False,False,1
blaoxa−48,True,False,False,False,1
blaoxa−48−like,True,False,False,False,1
blaoxa−66,True,False,False,False,1
blaoxa−69,True,False,False,False,1
blaoxa−9,True,False,False,False,1
blaoxy,True,True,True,True,4
blaoxy-1-21,True,False,False,False,1
blaoxy-1-22,True,False,False,False,1
blaoxy-2-32,True,False,False,False,1
blaoxy-2-33,True,False,False,False,1
blaoxy-2-34,True,False,False,False,1
blaoxy-2-35,True,False,False,False,1
blaoxy-2-36,True,False,False,False,1
blap,True,False,False,True,2
blap1,True,False,False,False,1
blap1a,True,False,False,False,1
blap99,True,False,False,False,1
blapac,True,False,True,True,3
blapad,True,False,True,True,3
blapam,True,True,True,True,4
blapan,True,False,False,True,2
blapao,False,True,False,False,1
blapau,True,True,True,True,4
blapc,True,False,False,False,1
blapdc,True,True,True,True,4
blapdc-279-like,True,False,False,False,1
blapdc1,True,False,False,False,1
blapdc2,True,False,False,False,1
blapdc− 1,True,False,False,False,1
blapdc− 5,True,False,False,False,1
blapdc−575,True,False,False,False,1
blapen-a,True,False,True,True,3
blapen-b,True,False,True,True,3
blapen-bcc,False,False,False,True,1
blapen-e,False,False,False,True,1
blapen-f,False,False,False,True,1
blapen-g,False,False,False,True,1
blapen-h,False,False,False,True,1
blapen-i,True,False,False,True,2
blapen-j,False,False,False,True,1
blapen-l,False,False,False,True,1
blapen-m,False,False,False,True,1
blapen-n,False,False,False,True,1
blaper,True,True,True,True,4
blaper1,True,False,False,False,1
blaper−7,True,False,False,False,1
blapfm,True,False,True,True,3
blapjm,True,False,True,True,3
blapla,False,True,True,True,3
blapln,False,False,True,True,2
blapme,True,True,True,True,4
blapnc,False,False,True,True,2
blapngm,False,False,True,True,2
blapom,True,True,True,True,4
blaprc,True,False,True,True,3
blapse,True,True,True,True,4
blapse1,True,False,False,False,1
blapse−1,True,False,False,False,1
blapst,True,False,True,True,3
blapsv,True,False,True,True,3
blapsz,True,False,True,True,3
blapyx,False,False,False,True,1
blar1,True,False,True,True,3
blar164s,True,False,False,False,1
blar39,False,False,True,True,2
blaraa,True,False,True,True,3
blarad,True,False,True,True,3
blarahn,True,True,True,True,4
blarahn2,True,False,False,False,1
blarasa,True,False,True,True,3
blarata,True,False,True,True,3
blarcp,True,False,True,True,3
blarho,True,False,True,True,3
blarm3,True,False,True,True,3
blarob,True,True,True,True,4
blarob−1,True,False,False,False,1
blarsa1,False,False,True,True,2
blarsa2,False,False,True,True,2
blarsc1,False,False,True,True,2
blarsd1,False,False,True,True,2
blarsd2,False,False,True,True,2
blartg,True,True,True,True,4
blarub,False,False,True,True,2
blas,True,False,True,True,3
blas1,False,False,True,False,1
blasam,True,False,False,True,2
blasco,True,True,True,True,4
blased,True,True,True,True,4
blasfc,True,True,True,True,4
blasfdc,False,False,True,True,2
blasfh,True,False,True,True,3
blasgm,True,True,True,True,4
blashd,True,False,True,True,3
blashn,False,False,True,True,2
blashv,True,True,True,True,4
blashv-11-like,True,False,False,False,1
blashv-28-like,True,False,False,False,1
blashv.79,True,False,False,False,1
blashv1,True,False,False,False,1
blashv106,True,False,False,False,1
blashv12,True,False,False,False,1
blashv2,True,False,False,False,1
blashv2a,True,False,False,False,1
blashv61,True,False,False,False,1
blashv66,True,False,False,False,1
blashv−01,True,False,False,False,1
blashv−02,True,False,False,False,1
blashv−1,True,False,False,False,1
blashv−103,True,False,False,False,1
blashv−11,True,False,False,False,1
blashv−110,True,False,False,False,1
blashv−12,True,False,False,False,1
blashv−129,True,False,False,False,1
blashv−172,True,False,False,False,1
blashv−187,True,False,False,False,1
blashv−67,True,False,False,False,1
blashv−81,True,False,False,False,1
blashv−94,True,False,False,False,1
blashv−96,True,False,False,False,1
blashw,False,False,True,True,2
blasie,True,False,True,True,3
blasim,True,True,True,True,4
blasiq,False,False,False,True,1
blasmb,True,True,True,True,4
blasme,True,True,True,True,4
blaspg,True,True,True,True,4
blaspi,False,False,False,True,1
blaspm,True,True,True,True,4
blaspn79,True,False,True,True,3
blaspr,True,False,True,True,3
blasps,True,False,True,True,3
blasrt,True,True,True,True,4
blasta,False,False,True,True,2
blatel,False,False,False,True,1
blatem,True,True,True,True,4
blatem .1,True,False,False,False,1
blatem − 1a,True,False,False,False,1
blatem −1,True,False,False,False,1
blatem-1 -pδ,True,False,False,False,1
blatem-1-a,True,False,False,False,1
blatem-1-b,True,False,False,False,1
blatem-1-like,True,False,False,False,1
blatem.1,True,False,False,False,1
blatem1,True,False,False,False,1
blatem1-d,True,False,False,False,1
blatem1-like,True,False,False,False,1
blatem1-β,True,False,False,False,1
blatem116,True,False,False,False,1
blatem1a,True,False,False,False,1
blatem1b,True,False,False,False,1
blatem1β,True,False,False,False,1
blatem_95,True,False,False,False,1
blatem–1–b,True,False,False,False,1
blatem−1,True,False,False,False,1
blatem−116,True,False,False,False,1
blatem−12,True,False,False,False,1
blatem−135,True,False,False,False,1
blatem−141,True,False,False,False,1
blatem−1b,True,False,False,False,1
blatem−206,True,False,False,False,1
blatem−214,True,False,False,False,1
blater,False,True,True,True,3
blathin-b,True,False,True,True,3
blatla,True,True,True,True,4
blatmb,True,True,True,True,4
blatru,True,True,True,True,4
blattu,False,False,True,True,2
blatus,True,True,True,True,4
blavam,True,True,True,True,4
blavcc,True,True,True,True,4
blaveb,True,True,True,True,4
blavhh,True,True,True,True,4
blavhw,True,True,True,True,4
blavim,True,True,True,True,4
blavim − 1,True,False,False,False,1
blavim-2-like,True,False,False,False,1
blavim1,True,False,False,False,1
blavim2,True,False,False,False,1
blavim4,True,False,False,False,1
blavim80,True,False,False,False,1
blavim−1,True,False,False,False,1
blavim−2,True,False,False,False,1
blavmb,True,True,True,True,4
blawus,True,False,True,True,3
blayem,True,False,True,True,3
blayoc,True,False,True,True,3
blayrc,True,False,True,True,3
blaz,True,True,True,True,4
blazeg-1,False,True,False,False,1
blazm,True,False,False,False,1
blazog,False,False,True,True,2
blc,True,False,False,False,1
ble,True,False,True,True,3
ble-sh,False,False,False,True,1
bleo,True,True,False,True,3
blma,True,False,False,True,2
blmb,True,False,False,True,2
blmt,False,False,True,False,1
blt,False,False,True,False,1
bmr,False,False,True,False,1
bmra,True,False,False,False,1
bona,True,False,False,False,1
bpea,True,False,False,False,1
bpeb,True,False,False,False,1
bper,True,False,False,False,1
bpet,True,False,False,False,1
bpsa,True,False,False,False,1
brade,True,False,False,False,1
brka,True,False,False,False,1
bsh,True,False,False,False,1
bsha,True,False,False,False,1
bshc,True,False,False,False,1
bsma,True,False,False,False,1
btub,True,False,False,False,1
cada,True,False,False,False,1
cada1,True,False,False,False,1
cada2,True,False,False,False,1
cada2k,True,False,False,False,1
cada3k,True,False,False,False,1
cadac,True,False,False,False,1
cadb,True,False,False,False,1
cadc,True,False,False,False,1
cadd,True,False,False,False,1
caddx,True,False,False,False,1
cadx,True,False,False,False,1
camk1,True,False,False,False,1
camk2,True,False,False,False,1
can1,True,False,False,False,1
cap8,True,False,False,False,1
car(a),True,True,True,True,4
caro,True,False,True,False,2
cas1,True,False,False,False,1
cas5,True,False,False,False,1
cas6f,True,False,False,False,1
cas9,True,False,False,False,1
casa1,True,False,False,False,1
casa2,True,False,False,False,1
cat,False,True,True,False,2
cat 1,True,False,False,False,1
cat 221,True,False,False,False,1
cat a138t,True,False,False,False,1
cat b4,True,False,False,False,1
cat ii,True,False,False,False,1
cat p194,True,False,False,False,1
cat(pc194),False,True,False,False,1
cat(pc221),False,True,False,False,1
cat(pc233),False,True,False,False,1
cat-tc,True,True,True,True,4
cat1,True,False,False,False,1
cat15/16,True,False,False,False,1
cat194,True,False,False,False,1
cat2,True,False,False,False,1
cat3,True,False,False,False,1
cat86,True,True,True,True,4
cata,True,True,True,True,4
cata1,True,True,True,True,4
cata10,True,False,False,False,1
cata11,True,False,False,False,1
cata13,True,True,True,True,4
cata15,False,True,True,True,3
cata16,False,True,True,True,3
cata1_1,True,False,False,False,1
cata2,True,True,True,True,4
cata2_1,True,False,False,False,1
cata3,True,True,True,True,4
cata4,True,True,True,True,4
cata5,True,False,False,False,1
cata7,True,False,False,False,1
cata8,True,False,True,False,2
cata9,True,False,False,False,1
catb,True,True,True,True,4
catb1,True,True,True,True,4
catb10,True,True,True,True,4
catb2,True,True,True,True,4
catb3,True,True,True,True,4
catb3_2,True,False,False,False,1
catb3s,True,False,False,False,1
catb4,True,False,False,False,1
catb5,True,False,False,False,1
catb7,True,True,True,True,4
catb8,True,True,True,True,4
catb8/aac(6)-ib,False,False,False,True,1
catb9,True,True,True,True,4
catc,False,False,False,True,1
catd,True,False,False,True,2
cati,True,False,False,False,1
catii,True,False,False,False,1
catp,True,True,True,True,4
catq,False,True,True,False,2
cats,False,True,True,False,2
catu,True,False,True,True,3
catv,False,False,True,True,2
cbla,True,False,True,True,3
cbrr,True,False,False,False,1
ccma,True,False,False,False,1
ccmf,True,False,False,False,1
ccmh,True,False,False,False,1
ccna_00497,True,False,False,False,1
ccna_02386,True,False,False,False,1
ccna_03538,True,False,False,False,1
ccra,True,False,True,False,2
ccra5,True,False,False,False,1
ccrb,True,False,False,False,1
ccrb3,True,False,False,False,1
ccsa,True,False,False,False,1
cdd1,True,False,False,False,1
cdd2,True,False,False,False,1
cdea,True,False,True,False,2
cdia,False,False,True,True,2
cdnimb,False,False,True,False,1
cdr1,True,False,False,False,1
cdr1b,True,False,False,False,1
cdr1p,True,False,False,False,1
cdr2,True,False,False,False,1
cdr2p,True,False,False,False,1
cdr4,True,False,False,False,1
cdr4p,True,False,False,False,1
cdsa,True,False,False,False,1
cela,True,False,False,False,1
cela1,True,False,False,False,1
ceoa,True,False,True,False,2
ceob,True,False,True,False,2
cepa,True,True,True,True,4
ceph,True,False,False,True,2
ceps,True,False,True,True,3
cfac,True,False,False,False,1
cfia,True,True,True,True,4
cfia13,True,False,False,False,1
cfia13_1,True,False,False,False,1
cfia2_1,True,False,False,False,1
cfr,True,True,True,True,4
cfr(a),False,False,True,False,1
cfr(b),True,True,True,True,4
cfr(c),True,True,True,True,4
cfr(d),True,True,True,True,4
cfr(e),True,True,True,True,4
cfr(f),False,False,False,True,1
cfra,True,False,False,False,1
cft2,True,False,False,False,1
cfxa,True,True,True,True,4
cfxa2,True,True,True,True,4
cfxa3,True,True,True,True,4
cfxa4,True,True,True,True,4
cfxa5,True,True,True,True,4
cfxa6,True,True,True,True,4
cgb,True,False,False,False,1
chez,True,False,False,False,1
chip,True,False,False,False,1
chix,True,False,False,False,1
chiz,True,False,False,False,1
chp2,True,False,False,False,1
chra,True,False,False,False,1
chrb,True,False,True,True,3
chrr,True,False,False,False,1
ciah,True,False,False,False,1
ciar,True,False,False,False,1
cina,True,False,False,False,1
cioab,True,False,False,False,1
cipa,True,False,True,True,3
cira,True,False,False,False,1
citm,True,False,False,False,1
cj0843c,True,False,False,False,1
cj1687,True,False,False,False,1
cjab,True,False,False,False,1
clba,True,False,True,True,3
clbb,True,False,True,True,3
clbc,True,False,True,True,3
clbp,True,False,False,False,1
clbq,True,False,False,False,1
clcb,True,False,False,False,1
clcd,False,False,True,False,1
clfa,True,False,False,False,1
clpa,True,False,False,False,1
clpc1,True,False,False,False,1
clpk,True,False,False,False,1
clpl,True,False,False,False,1
clpp,True,False,False,False,1
clpp1,True,False,False,False,1
clpp2,True,False,False,False,1
clps,True,False,False,False,1
clpx,True,False,False,False,1
cls,True,False,False,False,1
cls1,True,False,False,False,1
cls2,True,False,False,False,1
clsa,True,False,False,False,1
clsb,True,False,False,False,1
clsc,True,False,False,False,1
cmea,True,False,True,False,2
cmeac,True,False,False,False,1
cmeb,True,False,True,True,3
cmec,True,False,True,False,2
cmed,True,False,False,False,1
cmee,True,False,False,False,1
cmef,True,False,False,False,1
cmer,True,False,True,False,2
cmk,True,False,False,False,1
cml,True,True,False,True,3
cmla,True,True,True,True,4
cmla1,True,True,True,True,4
cmla1_1,True,False,False,False,1
cmla1b,True,False,False,False,1
cmla2,True,True,False,False,2
cmla4,True,True,True,True,4
cmla5,True,True,True,True,4
cmla7,True,True,False,False,2
cmla9,True,True,True,False,3
cmlb,True,False,True,True,3
cmlb1,True,True,True,True,4
cmlr,True,False,True,True,3
cmlv,False,True,True,True,3
cmoat,True,False,False,False,1
cmr,False,False,True,False,1
cmra,True,True,True,True,4
cmx,True,True,True,True,4
cnra,True,False,False,False,1
cnra3,True,False,False,False,1
cnta,True,False,False,False,1
coba,True,False,False,False,1
cobij,True,False,False,False,1
cody,True,False,False,False,1
comd,True,False,False,False,1
comea,True,False,False,False,1
copa,True,False,False,False,1
copad,True,False,False,False,1
copb,True,False,False,False,1
copbl,True,False,False,False,1
copc,True,False,False,False,1
copd,True,False,False,False,1
copg,True,False,False,False,1
copm,True,False,False,False,1
copr,True,False,False,False,1
cops,True,False,False,False,1
copz,True,False,False,False,1
cor,True,False,False,False,1
cora,True,False,False,False,1
corab,True,False,False,False,1
corc,True,False,False,False,1
cozeb,True,False,False,False,1
cpa,True,False,False,False,1
cpaa,True,False,True,False,2
cph,True,False,True,True,3
cpha,True,True,True,True,4
cpha1,True,False,False,False,1
cpha2,True,False,True,False,2
cpha3,True,False,True,False,2
cpha4,True,False,True,False,2
cpha5,True,False,True,False,2
cpha6,False,False,True,False,1
cpha7,True,False,True,False,2
cpha8,True,False,True,False,2
cplr,True,False,True,True,3
cpra,True,False,False,False,1
cprr,False,False,True,False,1
cprs,False,False,True,False,1
cpsa1,True,False,False,False,1
cpsa2,True,False,False,False,1
cpt,True,False,False,True,2
cpt1c,True,False,False,False,1
cptin,True,False,False,False,1
cpxa,True,False,True,False,2
cpxr,True,False,True,False,2
craa,True,False,False,False,1
crcb,True,False,True,False,2
crda,True,False,False,False,1
crdb,True,False,False,False,1
cred,True,False,False,False,1
cror,True,False,False,False,1
crp,True,False,True,False,2
crrb,True,False,False,False,1
crrc,True,False,False,False,1
crxa,True,False,True,True,3
csab,True,False,False,False,1
csbc,True,False,False,False,1
csbd,True,False,False,False,1
csgd,True,False,False,False,1
csgf,True,False,False,False,1
cspa,True,False,False,False,1
cstc,True,False,False,False,1
csue,True,False,False,False,1
ctpa,True,False,False,False,1
ctpc,True,False,False,False,1
ctxa,True,False,False,False,1
cuea,True,False,False,False,1
cueo,True,False,False,False,1
cueor,True,False,False,False,1
cuer,True,False,False,False,1
cusa,True,False,False,False,1
cusb,True,False,False,False,1
cusba,True,False,False,False,1
cusc,True,False,False,False,1
cusf,True,False,False,False,1
cusr,True,False,False,False,1
cusrs,True,False,False,False,1
cuss,True,False,False,False,1
cuta,True,False,False,False,1
cutc,True,False,False,False,1
cute,True,False,False,False,1
cutf,True,False,False,False,1
cvab,True,False,False,False,1
cwlm,True,False,False,False,1
cxpe,True,False,False,True,2
cya6mannnnnngrty,True,False,False,False,1
cyca,True,False,False,False,1
cyda,True,False,False,False,1
cydab,True,False,False,False,1
cymr,True,False,False,False,1
cyoa,True,False,False,False,1
cyp124,True,False,False,False,1
cyp128,True,False,False,False,1
cyp130,True,False,False,False,1
cyp142,True,False,False,False,1
cyp51,True,False,False,False,1
cyp51a,True,False,False,False,1
cyp51b,True,False,False,False,1
cyp51c,True,False,False,False,1
cysa,True,False,False,False,1
cysa2,True,False,False,False,1
cysa3,True,False,False,False,1
cysb,True,False,False,False,1
cysc,True,False,False,False,1
cysd,True,False,False,False,1
cyse,True,False,False,False,1
cysh,True,False,False,False,1
cysi,True,False,False,False,1
cysk,True,False,False,False,1
cysk2,True,False,False,False,1
cysq,True,False,False,False,1
czc c,True,False,False,False,1
czc d,True,False,False,False,1
czca,True,False,False,False,1
czcb,True,False,False,False,1
czcc,True,False,False,False,1
czcc2,True,False,False,False,1
czcd,True,False,False,False,1
czci,True,False,False,False,1
czcr,True,False,False,False,1
daca,True,False,False,False,1
dacc,True,False,False,False,1
dacd,True,False,False,False,1
dada,True,False,False,False,1
dam,True,False,False,False,1
dapa,True,False,False,False,1
dapf,True,False,False,False,1
dat,True,False,False,False,1
dcd,True,False,False,False,1
dck,True,False,False,False,1
ddcp,True,False,False,False,1
ddl,True,False,False,False,1
ddl2,True,False,False,False,1
ddl6,True,False,False,False,1
ddl7,True,False,False,False,1
ddlb,True,False,False,False,1
ddn,True,False,False,False,1
dead,True,False,False,False,1
deda,True,False,False,False,1
def,True,False,False,False,1
def2 vch,True,False,False,False,1
degp,True,False,False,False,1
degs,True,False,False,False,1
degu,True,False,False,False,1
deod,True,False,False,False,1
deor,True,False,False,False,1
der1,True,False,False,False,1
desa,True,False,False,False,1
desa3,True,False,False,False,1
desab,True,False,False,False,1
desb,True,False,False,False,1
desc,True,False,False,False,1
dfr 17,True,False,False,False,1
dfr 2d,True,False,False,False,1
dfr1,True,False,False,False,1
dfr12,True,False,False,False,1
dfr13,True,False,False,False,1
dfr14,True,False,False,False,1
dfr16,True,False,False,False,1
dfr17,True,False,False,False,1
dfr18,True,False,False,False,1
dfr22,False,False,True,False,1
dfr40,True,False,False,False,1
dfr49,True,False,False,False,1
dfr5,True,False,False,False,1
dfr6,True,False,False,False,1
dfr7,True,False,False,False,1
dfr9,True,False,False,False,1
dfra,True,True,True,True,4
dfra1,True,True,True,True,4
dfra10,True,True,True,True,4
dfra12,True,True,True,True,4
dfra12_8,True,False,False,False,1
dfra14,True,True,True,True,4
dfra14_5,True,False,False,False,1
dfra14b,True,False,False,False,1
dfra15,True,True,True,True,4
dfra15b,True,False,True,False,2
dfra16,True,True,True,True,4
dfra17,True,True,True,True,4
dfra17_1,True,False,False,False,1
dfra18,True,True,True,True,4
dfra19,True,True,True,True,4
dfra1_10,True,False,False,False,1
dfra1b,True,False,False,False,1
dfra20,True,True,True,True,4
dfra21,True,True,True,True,4
dfra22,True,True,True,True,4
dfra22e,True,False,False,False,1
dfra23,True,True,True,True,4
dfra24,True,True,True,True,4
dfra25,True,True,True,True,4
dfra26,True,True,True,True,4
dfra27,True,True,True,True,4
dfra29,True,True,True,True,4
dfra3,True,True,True,True,4
dfra30,True,True,True,True,4
dfra31,True,True,True,True,4
dfra32,True,True,True,True,4
dfra33,True,True,False,True,3
dfra34,True,True,True,True,4
dfra35,True,True,True,True,4
dfra36,True,True,True,True,4
dfra37,True,False,True,True,3
dfra38,True,False,True,True,3
dfra39,True,False,True,True,3
dfra3b,True,False,True,True,3
dfra4,False,False,False,True,1
dfra40,True,False,False,True,2
dfra41,True,False,False,True,2
dfra42,True,False,True,True,3
dfra43,True,False,True,True,3
dfra44,False,False,False,True,1
dfra45,False,False,False,True,1
dfra46,False,True,True,True,3
dfra47,False,True,True,True,3
dfra48,False,False,False,True,1
dfra49,True,False,False,True,2
dfra5,True,True,True,True,4
dfra50,True,False,False,True,2
dfra51,True,False,False,False,1
dfra52,True,False,False,True,2
dfra53,True,False,False,True,2
dfra5_1,True,False,False,False,1
dfra6,True,True,True,True,4
dfra7,True,True,True,True,4
dfra7_5,True,False,False,False,1
dfra8,True,True,True,True,4
dfra82,True,False,False,False,1
dfra8_1,True,False,False,False,1
dfra9,True,True,True,True,4
dfrb,True,True,True,True,4
dfrb1,True,True,True,True,4
dfrb12,True,False,False,False,1
dfrb13,True,False,False,True,2
dfrb14,True,False,False,False,1
dfrb15,True,False,False,False,1
dfrb16,True,False,False,False,1
dfrb17,True,False,False,False,1
dfrb18,True,False,False,False,1
dfrb19,True,False,False,False,1
dfrb2,True,True,True,True,4
dfrb20,True,False,False,False,1
dfrb21,True,False,False,True,2
dfrb2a,True,False,False,False,1
dfrb4,True,True,True,True,4
dfrb5,True,True,True,True,4
dfrb7,True,True,True,False,3
dfrc,True,False,True,True,3
dfrd,True,True,True,True,4
dfre,True,True,True,True,4
dfrf,True,False,True,True,3
dfrg,True,True,True,True,4
dfri,True,False,True,True,3
dfria,True,False,False,False,1
dfrk,True,True,True,True,4
dfrl,True,False,True,True,3
dinf,True,False,False,False,1
ding,True,False,False,False,1
dinj,True,False,False,False,1
dksa,True,False,False,False,1
dld,True,False,False,False,1
dlta,True,False,False,False,1
dltb,True,False,False,False,1
dltc,True,False,False,False,1
dltd,True,False,False,False,1
dltx,True,False,False,False,1
dnaa,True,False,True,False,2
dnae,True,False,False,False,1
dnak,True,False,False,False,1
dnax,True,False,False,False,1
dpda,True,False,False,False,1
dppa3,True,False,False,False,1
dppb,True,False,False,False,1
dpre1,True,False,False,False,1
dpre2,True,False,False,False,1
drca,False,False,False,True,1
drcab,True,False,False,False,1
drcb,False,False,False,True,1
drcr,False,False,False,True,1
drcs,False,False,False,True,1
drp35,True,False,False,False,1
drra,True,False,False,False,1
drrab,True,False,False,False,1
drrb,True,False,False,False,1
drrc,True,False,False,False,1
dsba,True,False,False,False,1
dsbab,True,False,False,False,1
dsbb,True,False,False,False,1
dsbc,True,False,False,False,1
dsra,True,False,False,False,1
dtd,True,False,False,False,1
dxr,True,False,False,False,1
dxs,True,False,False,False,1
eat(a),True,False,False,True,2
eata,True,False,False,False,1
eatav,True,False,False,False,1
ebrab,True,False,False,False,1
eccb3,True,False,False,False,1
eccb5,False,False,True,False,1
eccc5,False,False,True,False,1
echa19,True,False,False,False,1
eco94gmrsd,True,False,False,False,1
ecp a,True,False,False,False,1
ecsa1,True,False,False,False,1
edeq,False,False,True,False,1
eefab,True,False,False,False,1
eefb,True,False,False,False,1
ef-tu,False,False,True,False,1
ef_b0059,True,False,False,False,1
efaa,True,False,False,False,1
efma,True,False,True,False,2
efpa,True,False,True,False,2
efra,True,False,True,False,2
efrab,True,False,False,False,1
efrb,True,False,True,False,2
eis,True,False,False,False,1
eis2,True,False,False,False,1
elsl,True,False,False,False,1
emba,True,False,False,False,1
embc,True,False,False,False,1
embc-a,True,False,False,False,1
embr,True,False,False,False,1
emea,True,False,True,False,2
emha,False,False,False,True,1
emhb,True,False,False,True,2
emhc,True,False,False,True,2
emmdr,True,False,False,False,1
emra,True,False,True,True,3
emra1,True,False,False,False,1
emrab,True,False,False,False,1
emrb,True,False,True,True,3
emrc,True,False,False,True,2
emrd,True,False,True,True,3
emrd3,False,False,False,True,1
emrdk,True,False,False,False,1
emre,True,False,True,False,2
emrk,True,False,True,False,2
emrky,True,False,False,False,1
emrr,True,False,True,False,2
emry,True,False,True,False,2
emta,False,False,True,True,2
eno,True,False,False,False,1
enta,True,False,False,False,1
ents,True,False,False,False,1
envc,True,False,False,False,1
epta,False,False,True,False,1
epta1,True,False,False,False,1
epta2,True,False,False,False,1
eptb,False,False,True,False,1
ere(a),True,True,True,True,4
ere(a2),False,False,True,False,1
ere(b),True,True,True,True,4
ere(d),True,True,True,True,4
erea2,True,False,False,False,1
erea4b,True,False,False,False,1
erg3,True,False,False,False,1
erg3p,True,False,False,False,1
erm (41),True,False,False,False,1
erm (am),True,False,False,False,1
erm tr,True,False,False,False,1
erm(30),False,True,True,True,3
erm(31),False,True,True,True,3
erm(32),True,True,True,True,4
erm(33),True,True,True,True,4
erm(34),True,True,True,True,4
erm(35),True,True,True,True,4
erm(36),True,True,True,True,4
erm(37),True,True,True,True,4
erm(38),True,True,True,True,4
erm(39),True,True,True,True,4
erm(40),True,True,True,True,4
erm(41),True,True,True,False,3
erm(41)28t,True,False,False,False,1
erm(42),True,True,True,True,4
erm(43),True,True,True,True,4
erm(44),True,True,True,True,4
erm(44)v,True,True,True,True,4
erm(45),True,True,True,True,4
erm(46),True,True,True,True,4
erm(47),True,True,True,True,4
erm(48),True,True,True,True,4
erm(49),True,False,True,True,3
erm(50),True,True,True,True,4
erm(51),True,False,True,True,3
erm(52),True,False,True,True,3
erm(53),False,True,False,True,2
erm(54),True,True,False,True,3
erm(55),True,False,False,True,2
erm(56),True,False,True,True,3
erm(a),True,True,True,True,4
erm(am),True,False,False,False,1
erm(b),True,True,True,True,4
erm(c),True,True,True,True,4
erm(d),True,True,True,True,4
erm(e),True,True,True,True,4
erm(f),True,True,True,True,4
erm(g),True,True,True,True,4
erm(g351),True,False,False,False,1
erm(g423),True,False,False,False,1
erm(g612),True,False,False,False,1
erm(g879),True,False,False,False,1
erm(h),True,True,True,True,4
erm(k),True,False,True,True,3
erm(n),True,True,True,True,4
erm(o),True,True,True,True,4
erm(q),True,True,True,True,4
erm(r),True,True,True,True,4
erm(s),True,True,True,True,4
erm(t),True,True,True,True,4
erm(tr),True,False,False,False,1
erm(u),True,True,True,True,4
erm(v),True,True,True,True,4
erm(w),True,True,True,True,4
erm(x),True,True,True,True,4
erm(y),True,True,True,True,4
erm(z),True,True,True,True,4
erm-41,True,False,False,False,1
erm1,True,False,False,False,1
erm41,True,False,False,False,1
erm_1,True,False,False,False,1
erm_2,True,False,False,False,1
erma/b,True,False,False,False,1
erma1,True,False,False,False,1
ermac,True,False,False,False,1
ermam,True,False,False,False,1
ermb2,True,False,False,False,1
ermbc,True,False,False,False,1
ermbl,True,False,False,False,1
ermc/a,True,False,False,False,1
ermcl,True,False,False,False,1
ermfu,True,False,False,False,1
ermgt,True,False,False,False,1
ermsf,True,False,False,False,1
ermtr,True,False,False,False,1
erpa,True,False,False,False,1
espa,True,False,False,False,1
espj_2,True,False,False,False,1
espr,True,False,False,False,1
estdl136,True,True,False,True,3
estt,True,False,True,True,3
estx,True,False,False,True,2
etha,True,False,False,False,1
ethr,True,False,False,False,1
